College,Branch,Year,University,Category,Percentile
Modern College Of Engineering,Information Technology ,2022,Pune University,GOBCS,93.41578656
Modern College Of Engineering,Mechanical Engineering,2022,Pune University,GOPENS,42.88498236
Modern College Of Engineering,Mechanical Engineering,2022,Pune University,TFWS,55.57302763
Modern College Of Engineering,Mechanical Engineering,2022,Pune University,EWS,42.81321174
Modern College Of Engineering,Mechanical Engineering,2022,Pune University,GOBCS,7.737664302
Modern College Of Engineering,Elecrical Engineering,2022,Pune University,GOPENS,52.90379284
Modern College Of Engineering,Elecrical Engineering,2022,Pune University,TFWS,76.26183331
Modern College Of Engineering,Elecrical Engineering,2022,Pune University,EWS,66.11197925
Modern College Of Engineering,Elecrical Engineering,2022,Pune University,GOBCS,36.54190996
MMCOE ,Computer Engineering,2022,Pune University,GOPENS,94.68489649
MMCOE ,Computer Engineering,2022,Pune University,TFWS,96.20865039
MMCOE ,Computer Engineering,2022,Pune University,EWS,94.66654214
MMCOE ,Computer Engineering,2022,Pune University,GOBCS,93.51315909
MMCOE ,Information Technology ,2022,Pune University,GOPENS,93.64409765
MMCOE ,Information Technology ,2022,Pune University,TFWS,95.41051281
MMCOE ,Information Technology ,2022,Pune University,EWS,93.9509197
MMCOE ,Information Technology ,2022,Pune University,GOBCS,93.20283482
MMCOE ,Mechanical Engineering,2022,Pune University,GOPENS,40.04119331
MMCOE ,Mechanical Engineering,2022,Pune University,TFWS,47.21662647
MMCOE ,Mechanical Engineering,2022,Pune University,EWS,44.07236843
MMCOE ,Mechanical Engineering,2022,Pune University,GOBCS,11.70218984
MMCOE ,Elecrical Engineering,2022,Pune University,GOPENS,46.49033061
MMCOE ,Elecrical Engineering,2022,Pune University,TFWS,89.49160253
MMCOE ,Elecrical Engineering,2022,Pune University,EWS,58.3957344
MMCOE ,Elecrical Engineering,2022,Pune University,GOBCS,23.20294283
Sinhagad College Of Engineering,Computer Engineering,2022,Pune University,GOPENS,94.29666339
Sinhagad College Of Engineering,Computer Engineering,2022,Pune University,TFWS,95.74836502
Sinhagad College Of Engineering,Computer Engineering,2022,Pune University,EWS,94.93825109
Sinhagad College Of Engineering,Computer Engineering,2022,Pune University,GOBCS,93.60746923
Sinhagad College Of Engineering,Information Technology ,2022,Pune University,GOPENS,93.1307979
Sinhagad College Of Engineering,Information Technology ,2022,Pune University,TFWS,95.06892257
Sinhagad College Of Engineering,Information Technology ,2022,Pune University,EWS,93.8979948
Sinhagad College Of Engineering,Information Technology ,2022,Pune University,GOBCS,92.67765349
Sinhagad College Of Engineering,Mechanical Engineering,2022,Pune University,GOPENS,21.14623203
Sinhagad College Of Engineering,Mechanical Engineering,2022,Pune University,TFWS,67.68985557
Sinhagad College Of Engineering,Mechanical Engineering,2022,Pune University,EWS,39.28780083
Sinhagad College Of Engineering,Mechanical Engineering,2022,Pune University,GOBCS,1.941783056
Sinhagad College Of Engineering,Elecrical Engineering,2022,Pune University,GOPENS,81.08285785
Sinhagad College Of Engineering,Elecrical Engineering,2022,Pune University,TFWS,90.67773156
Sinhagad College Of Engineering,Elecrical Engineering,2022,Pune University,EWS,85.41247954
Sinhagad College Of Engineering,Elecrical Engineering,2022,Pune University,GOBCS,78.39952329
AISSMS,Computer Engineering,2022,Pune University,GOPENS,96.604474
AISSMS,Computer Engineering,2022,Pune University,TFWS,96.022859
AISSMS,Computer Engineering,2022,Pune University,EWS,95.55858862
AISSMS,Computer Engineering,2022,Pune University,GOBCS,95.74685459
AISSMS,Information Technology ,2022,Pune University,GOPENS,92.86135909
AISSMS,Information Technology ,2022,Pune University,TFWS,95.80218601
AISSMS,Information Technology ,2022,Pune University,EWS,93.06335189
AISSMS,Information Technology ,2022,Pune University,GOBCS,93.16420283
AISSMS,Mechanical Engineering,2022,Pune University,GOPENS,40.00902683
AISSMS,Mechanical Engineering,2022,Pune University,TFWS,79.01235458
AISSMS,Mechanical Engineering,2022,Pune University,EWS,73.44933801
AISSMS,Mechanical Engineering,2022,Pune University,GOBCS,42.72769732
AISSMS,Elecrical Engineering,2022,Pune University,GOPENS,70.28121764
AISSMS,Elecrical Engineering,2022,Pune University,TFWS,88.00612845
AISSMS,Elecrical Engineering,2022,Pune University,EWS,80.19292107
AISSMS,Elecrical Engineering,2022,Pune University,GOBCS,56.08384189
AISSMS IOIT,Computer Engineering,2022,Pune University,GOPENS,96.32658902
AISSMS IOIT,Computer Engineering,2022,Pune University,TFWS,95.7448718
AISSMS IOIT,Computer Engineering,2022,Pune University,EWS,96.08244715
AISSMS IOIT,Computer Engineering,2022,Pune University,GOBCS,95.60328265
AISSMS IOIT,Information Technology ,2022,Pune University,GOPENS,95.75419288
AISSMS IOIT,Information Technology ,2022,Pune University,TFWS,95.83391664
AISSMS IOIT,Information Technology ,2022,Pune University,EWS,95.59884838
AISSMS IOIT,Information Technology ,2022,Pune University,GOBCS,95.48967721
AISSMS IOIT,Mechanical Engineering,2022,Pune University,GOPENS,54.67364184
AISSMS IOIT,Mechanical Engineering,2022,Pune University,TFWS,69.69674494
AISSMS IOIT,Mechanical Engineering,2022,Pune University,EWS,64.85513747
AISSMS IOIT,Mechanical Engineering,2022,Pune University,GOBCS,37.41867773
AISSMS IOIT,Elecrical Engineering,2022,Pune University,GOPENS,69.69980952
AISSMS IOIT,Elecrical Engineering,2022,Pune University,TFWS,81.61506504
AISSMS IOIT,Elecrical Engineering,2022,Pune University,EWS,67.25741458
AISSMS IOIT,Elecrical Engineering,2022,Pune University,GOBCS,65.33933925
"Government College of Engineering, Amravati",Computer Engineering,2022,Pune University,GOPENS,95.36243513
"Government College of Engineering, Amravati",Computer Engineering,2022,Pune University,TFWS,96.02818658
"Government College of Engineering, Amravati",Computer Engineering,2022,Pune University,EWS,95.97579348
"Government College of Engineering, Amravati",Computer Engineering,2022,Pune University,GOBCS,94.31196414
"Government College of Engineering, Amravati",Information Technology ,2022,Pune University,GOPENS,91.14538037
"Government College of Engineering, Amravati",Information Technology ,2022,Pune University,TFWS,94.66204888
"Government College of Engineering, Amravati",Information Technology ,2022,Pune University,EWS,89.35891637
"Government College of Engineering, Amravati",Information Technology ,2022,Pune University,GOBCS,87.86705396
"Government College of Engineering, Amravati",Mechanical Engineering,2022,Pune University,GOPENS,73.61877784
"Government College of Engineering, Amravati",Mechanical Engineering,2022,Pune University,TFWS,86.23212291
"Government College of Engineering, Amravati",Mechanical Engineering,2022,Pune University,EWS,75.19636662
"Government College of Engineering, Amravati",Mechanical Engineering,2022,Pune University,GOBCS,68.29445828
"Government College of Engineering, Amravati",Elecrical Engineering,2022,Pune University,GOPENS,77.84096073
"Government College of Engineering, Amravati",Elecrical Engineering,2022,Pune University,TFWS,86.76567644
"Government College of Engineering, Amravati",Elecrical Engineering,2022,Pune University,EWS,77.42078655
"Government College of Engineering, Amravati",Elecrical Engineering,2022,Pune University,GOBCS,69.6575957
VJTI Mumbai,Computer Engineering,2022,Mumbai University,GOPENS,99.10460884
VJTI Mumbai,Computer Engineering,2022,Mumbai University,TFWS,99.21797743
VJTI Mumbai,Computer Engineering,2022,Mumbai University,EWS,99.00943179
VJTI Mumbai,Computer Engineering,2022,Mumbai University,GOBCS,98.8865958
VJTI Mumbai,Information Technology ,2022,Mumbai University,GOPENS,98.91979608
VJTI Mumbai,Information Technology ,2022,Mumbai University,TFWS,99.09221926
VJTI Mumbai,Information Technology ,2022,Mumbai University,EWS,98.79436985
VJTI Mumbai,Information Technology ,2022,Mumbai University,GOBCS,98.89478256
VJTI Mumbai,Mechanical Engineering,2022,Mumbai University,GOPENS,98.20179741
VJTI Mumbai,Mechanical Engineering,2022,Mumbai University,TFWS,97.34730988
VJTI Mumbai,Mechanical Engineering,2022,Mumbai University,EWS,96.97534059
VJTI Mumbai,Mechanical Engineering,2022,Mumbai University,GOBCS,97.31324809
VJTI Mumbai,Elecrical Engineering,2022,Mumbai University,GOPENS,98.41799338
VJTI Mumbai,Elecrical Engineering,2022,Mumbai University,TFWS,97.85116402
VJTI Mumbai,Elecrical Engineering,2022,Mumbai University,EWS,97.19926508
VJTI Mumbai,Elecrical Engineering,2022,Mumbai University,GOBCS,97.81679682
KJ Somaiya Institute Of Techinlogy,Computer Engineering,2022,Mumbai University,GOPENS,96.77980358
KJ Somaiya Institute Of Techinlogy,Computer Engineering,2022,Mumbai University,TFWS,97.07233119
KJ Somaiya Institute Of Techinlogy,Computer Engineering,2022,Mumbai University,EWS,96.04794541
KJ Somaiya Institute Of Techinlogy,Computer Engineering,2022,Mumbai University,GOBCS,90.94299886
KJ Somaiya Institute Of Techinlogy,Information Technology ,2022,Mumbai University,GOPENS,95.8972495
KJ Somaiya Institute Of Techinlogy,Information Technology ,2022,Mumbai University,TFWS,96.99940746
KJ Somaiya Institute Of Techinlogy,Information Technology ,2022,Mumbai University,EWS,95.53553415
KJ Somaiya Institute Of Techinlogy,Information Technology ,2022,Mumbai University,GOBCS,88.69511771
KJ Somaiya Institute Of Techinlogy,Mechanical Engineering,2022,Mumbai University,GOPENS,93.61307212
KJ Somaiya Institute Of Techinlogy,Mechanical Engineering,2022,Mumbai University,TFWS,95.58175547
KJ Somaiya Institute Of Techinlogy,Mechanical Engineering,2022,Mumbai University,EWS,92.29460216
KJ Somaiya Institute Of Techinlogy,Mechanical Engineering,2022,Mumbai University,GOBCS,91.15418019
KJ Somaiya Institute Of Techinlogy,Elecrical Engineering,2022,Mumbai University,GOPENS,95.58516085
KJ Somaiya Institute Of Techinlogy,Elecrical Engineering,2022,Mumbai University,TFWS,95.63300723
KJ Somaiya Institute Of Techinlogy,Elecrical Engineering,2022,Mumbai University,EWS,95.19554534
KJ Somaiya Institute Of Techinlogy,Elecrical Engineering,2022,Mumbai University,GOBCS,94.44080333
" Sardar Patel College of Engineering, Andheri",Computer Engineering,2022,Mumbai University,GOPENS,99.12428125
" Sardar Patel College of Engineering, Andheri",Computer Engineering,2022,Mumbai University,TFWS,99.06615895
" Sardar Patel College of Engineering, Andheri",Computer Engineering,2022,Mumbai University,EWS,97.5875126
" Sardar Patel College of Engineering, Andheri",Computer Engineering,2022,Mumbai University,GOBCS,98.47211641
" Sardar Patel College of Engineering, Andheri",Information Technology ,2022,Mumbai University,GOPENS,98.83461313
" Sardar Patel College of Engineering, Andheri",Information Technology ,2022,Mumbai University,TFWS,98.73007292
" Sardar Patel College of Engineering, Andheri",Information Technology ,2022,Mumbai University,EWS,98.60227697
" Sardar Patel College of Engineering, Andheri",Information Technology ,2022,Mumbai University,GOBCS,98.38257431
" Sardar Patel College of Engineering, Andheri",Mechanical Engineering,2022,Mumbai University,GOPENS,97.26732342
" Sardar Patel College of Engineering, Andheri",Mechanical Engineering,2022,Mumbai University,TFWS,97.7559061
" Sardar Patel College of Engineering, Andheri",Mechanical Engineering,2022,Mumbai University,EWS,97.80629664
" Sardar Patel College of Engineering, Andheri",Mechanical Engineering,2022,Mumbai University,GOBCS,97.2292103
" Sardar Patel College of Engineering, Andheri",Elecrical Engineering,2022,Mumbai University,GOPENS,97.59665977
" Sardar Patel College of Engineering, Andheri",Elecrical Engineering,2022,Mumbai University,TFWS,98.19308813
" Sardar Patel College of Engineering, Andheri",Elecrical Engineering,2022,Mumbai University,EWS,98.01879635
" Sardar Patel College of Engineering, Andheri",Elecrical Engineering,2022,Mumbai University,GOBCS,97.10828656
" Thadomal Shahani Engineering College, Bandra, Mumbai",Computer Engineering,2022,Mumbai University,GOPENS,97.35837748
" Thadomal Shahani Engineering College, Bandra, Mumbai",Computer Engineering,2022,Mumbai University,TFWS,97.91728884
" Thadomal Shahani Engineering College, Bandra, Mumbai",Computer Engineering,2022,Mumbai University,EWS,97.26675097
" Thadomal Shahani Engineering College, Bandra, Mumbai",Computer Engineering,2022,Mumbai University,GOBCS,96.74288163
" Thadomal Shahani Engineering College, Bandra, Mumbai",Information Technology ,2022,Mumbai University,GOPENS,97.45499417
" Thadomal Shahani Engineering College, Bandra, Mumbai",Information Technology ,2022,Mumbai University,TFWS,97.46312863
" Thadomal Shahani Engineering College, Bandra, Mumbai",Information Technology ,2022,Mumbai University,EWS,96.51523388
" Thadomal Shahani Engineering College, Bandra, Mumbai",Information Technology ,2022,Mumbai University,GOBCS,96.50141909
" Thadomal Shahani Engineering College, Bandra, Mumbai",Mechanical Engineering,2022,Mumbai University,GOPENS,94.06645179
" Thadomal Shahani Engineering College, Bandra, Mumbai",Mechanical Engineering,2022,Mumbai University,TFWS,93.08328669
" Thadomal Shahani Engineering College, Bandra, Mumbai",Mechanical Engineering,2022,Mumbai University,EWS,93.31883487
" Thadomal Shahani Engineering College, Bandra, Mumbai",Mechanical Engineering,2022,Mumbai University,GOBCS,76.3592674
" Thadomal Shahani Engineering College, Bandra, Mumbai",Elecrical Engineering,2022,Mumbai University,GOPENS,96.72773087
" Thadomal Shahani Engineering College, Bandra, Mumbai",Elecrical Engineering,2022,Mumbai University,TFWS,95.46908646
" Thadomal Shahani Engineering College, Bandra, Mumbai",Elecrical Engineering,2022,Mumbai University,EWS,94.80440995
" Thadomal Shahani Engineering College, Bandra, Mumbai",Elecrical Engineering,2022,Mumbai University,GOBCS,95.14932043
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,2022,Mumbai University,GOPENS,96.85151454
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,2022,Mumbai University,TFWS,97.22811739
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,2022,Mumbai University,EWS,96.4351953
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,2022,Mumbai University,GOBCS,96.61214783
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology ,2022,Mumbai University,GOPENS,96.47755366
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology ,2022,Mumbai University,TFWS,96.83800956
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology ,2022,Mumbai University,EWS,96.38486415
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology ,2022,Mumbai University,GOBCS,96.1074448
"Vidyalankar Institute of Technology,Wadala, Mumbai",Mechanical Engineering,2022,Mumbai University,GOPENS,78.52692675
"Vidyalankar Institute of Technology,Wadala, Mumbai",Mechanical Engineering,2022,Mumbai University,TFWS,85.99433783
"Vidyalankar Institute of Technology,Wadala, Mumbai",Mechanical Engineering,2022,Mumbai University,EWS,73.83905508
"Vidyalankar Institute of Technology,Wadala, Mumbai",Mechanical Engineering,2022,Mumbai University,GOBCS,60.35201974
"Vidyalankar Institute of Technology,Wadala, Mumbai",Elecrical Engineering,2022,Mumbai University,GOPENS,78.01840118
"Vidyalankar Institute of Technology,Wadala, Mumbai",Elecrical Engineering,2022,Mumbai University,TFWS,89.67368099
"Vidyalankar Institute of Technology,Wadala, Mumbai",Elecrical Engineering,2022,Mumbai University,EWS,78.74010787
"Vidyalankar Institute of Technology,Wadala, Mumbai",Elecrical Engineering,2022,Mumbai University,GOBCS,74.89111042
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Computer Engineering,2022,Mumbai University,GOPENS,86.65908496
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Computer Engineering,2022,Mumbai University,TFWS,92.96894769
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Computer Engineering,2022,Mumbai University,EWS,87.13973599
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Computer Engineering,2022,Mumbai University,GOBCS,81.77700157
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Information Technology ,2022,Mumbai University,GOPENS,82.84544618
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Information Technology ,2022,Mumbai University,TFWS,90.87444825
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Information Technology ,2022,Mumbai University,EWS,83.79240689
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Information Technology ,2022,Mumbai University,GOBCS,74.70053564
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Mechanical Engineering,2022,Mumbai University,GOPENS,59.41432427
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Mechanical Engineering,2022,Mumbai University,TFWS,77.45969557
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Mechanical Engineering,2022,Mumbai University,EWS,56.5760868
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Mechanical Engineering,2022,Mumbai University,GOBCS,43.77468073
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Elecrical Engineering,2022,Mumbai University,GOPENS,57.34568324
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Elecrical Engineering,2022,Mumbai University,TFWS,81.59812767
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Elecrical Engineering,2022,Mumbai University,EWS,73.90015463
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Elecrical Engineering,2022,Mumbai University,GOBCS,55.02122902
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Computer Engineering,2022,Mumbai University,GOPENS,93.41820169
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Computer Engineering,2022,Mumbai University,TFWS,96.07308074
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Computer Engineering,2022,Mumbai University,EWS,93.84885637
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Computer Engineering,2022,Mumbai University,GOBCS,92.3761052
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Information Technology ,2022,Mumbai University,GOPENS,92.0652637
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Information Technology ,2022,Mumbai University,TFWS,94.96081003
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Information Technology ,2022,Mumbai University,EWS,92.17730519
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Information Technology ,2022,Mumbai University,GOBCS,91.2238109
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Mechanical Engineering,2022,Mumbai University,GOPENS,52.52185192
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Mechanical Engineering,2022,Mumbai University,TFWS,64.87009903
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Mechanical Engineering,2022,Mumbai University,EWS,54.69072129
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Mechanical Engineering,2022,Mumbai University,GOBCS,49.50859277
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Elecrical Engineering,2022,Mumbai University,GOPENS,70.0131584
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Elecrical Engineering,2022,Mumbai University,TFWS,76.13271451
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Elecrical Engineering,2022,Mumbai University,EWS,70.97968358
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Elecrical Engineering,2022,Mumbai University,GOBCS,96.72688444
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Computer Engineering,2022,Mumbai University,GOPENS,96.02089775
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Computer Engineering,2022,Mumbai University,TFWS,96.70511244
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Computer Engineering,2022,Mumbai University,EWS,95.61142013
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Computer Engineering,2022,Mumbai University,GOBCS,95.52562611
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Information Technology ,2022,Mumbai University,GOPENS,93.2353754
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Information Technology ,2022,Mumbai University,TFWS,94.68263228
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Information Technology ,2022,Mumbai University,EWS,93.1634983
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Information Technology ,2022,Mumbai University,GOBCS,89.75807713
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Mechanical Engineering,2022,Mumbai University,GOPENS,89.55076005
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Mechanical Engineering,2022,Mumbai University,TFWS,86.2825252
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Mechanical Engineering,2022,Mumbai University,EWS,84.23718437
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Mechanical Engineering,2022,Mumbai University,GOBCS,81.53914851
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Elecrical Engineering,2022,Mumbai University,GOPENS,89.4244735
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Elecrical Engineering,2022,Mumbai University,TFWS,89.99675073
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Elecrical Engineering,2022,Mumbai University,EWS,88.26804157
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Elecrical Engineering,2022,Mumbai University,GOBCS,87.728888
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Computer Engineering,2022,Mumbai University,GOPENS,95.7901289
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Computer Engineering,2022,Mumbai University,TFWS,96.99987482
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Computer Engineering,2022,Mumbai University,EWS,90.67418616
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Computer Engineering,2022,Mumbai University,GOBCS,95.75612007
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Information Technology ,2022,Mumbai University,GOPENS,95.21206703
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Information Technology ,2022,Mumbai University,TFWS,95.50571367
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Information Technology ,2022,Mumbai University,EWS,81.80611523
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Information Technology ,2022,Mumbai University,GOBCS,92.59499204
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mechanical Engineering,2022,Mumbai University,GOPENS,89.72376731
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mechanical Engineering,2022,Mumbai University,TFWS,86.58851977
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mechanical Engineering,2022,Mumbai University,EWS,71.08383157
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mechanical Engineering,2022,Mumbai University,GOBCS,84.37237006
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Elecrical Engineering,2022,Mumbai University,GOPENS,93.56164183
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Elecrical Engineering,2022,Mumbai University,TFWS,94.6628646
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Elecrical Engineering,2022,Mumbai University,EWS,93.17427928
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Elecrical Engineering,2022,Mumbai University,GOBCS,89.81006382
"Atharva College of Engineering,Malad(West),Mumbai",Computer Engineering,2022,Mumbai University,GOPENS,93.33507769
"Atharva College of Engineering,Malad(West),Mumbai",Computer Engineering,2022,Mumbai University,TFWS,95.24690099
"Atharva College of Engineering,Malad(West),Mumbai",Computer Engineering,2022,Mumbai University,EWS,88.44766841
"Atharva College of Engineering,Malad(West),Mumbai",Computer Engineering,2022,Mumbai University,GOBCS,90.68600092
"Atharva College of Engineering,Malad(West),Mumbai",Information Technology ,2022,Mumbai University,GOPENS,92.49182645
"Atharva College of Engineering,Malad(West),Mumbai",Information Technology ,2022,Mumbai University,TFWS,93.83311294
"Atharva College of Engineering,Malad(West),Mumbai",Information Technology ,2022,Mumbai University,EWS,82.26454007
"Atharva College of Engineering,Malad(West),Mumbai",Information Technology ,2022,Mumbai University,GOBCS,88.70752728
"Atharva College of Engineering,Malad(West),Mumbai",Mechanical Engineering,2022,Mumbai University,GOPENS,70.94248238
"Atharva College of Engineering,Malad(West),Mumbai",Mechanical Engineering,2022,Mumbai University,TFWS,73.29189021
"Atharva College of Engineering,Malad(West),Mumbai",Mechanical Engineering,2022,Mumbai University,EWS,56.95078284
"Atharva College of Engineering,Malad(West),Mumbai",Mechanical Engineering,2022,Mumbai University,GOBCS,59.39271727
"Atharva College of Engineering,Malad(West),Mumbai",Elecrical Engineering,2022,Mumbai University,GOPENS,73.5574213
"Atharva College of Engineering,Malad(West),Mumbai",Elecrical Engineering,2022,Mumbai University,TFWS,76.48693588
"Atharva College of Engineering,Malad(West),Mumbai",Elecrical Engineering,2022,Mumbai University,EWS,40.21524298
"Atharva College of Engineering,Malad(West),Mumbai",Elecrical Engineering,2022,Mumbai University,GOBCS,59.78664991
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,2022,Mumbai University,GOPENS,95.62233046
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,2022,Mumbai University,TFWS,95.59349591
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,2022,Mumbai University,EWS,95.31899973
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,2022,Mumbai University,GOBCS,94.71394814
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Information Technology ,2022,Mumbai University,GOPENS,94.16442158
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Information Technology ,2022,Mumbai University,TFWS,95.64417728
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Information Technology ,2022,Mumbai University,EWS,93.78790697
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Information Technology ,2022,Mumbai University,GOBCS,92.08815611
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Mechanical Engineering,2022,Mumbai University,GOPENS,83.20683765
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Mechanical Engineering,2022,Mumbai University,TFWS,84.66024651
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Mechanical Engineering,2022,Mumbai University,EWS,82.04993524
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Mechanical Engineering,2022,Mumbai University,GOBCS,82.77948361
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Elecrical Engineering,2022,Mumbai University,GOPENS,83.9189593
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Elecrical Engineering,2022,Mumbai University,TFWS,85.15983382
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Elecrical Engineering,2022,Mumbai University,EWS,84.38537823
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Elecrical Engineering,2022,Mumbai University,GOBCS,80.09759104
