College,Branch,Year,University,Category,Percentile
" Thadomal Shahani Engineering College, Bandra, Mumbai",Mechanical Engineering,2021,Mumbai University,EWS,93.99394789
" Thadomal Shahani Engineering College, Bandra, Mumbai",Mechanical Engineering,2021,Mumbai University,GOBCS,77.25667581
" Thadomal Shahani Engineering College, Bandra, Mumbai",Elecrical Engineering,2021,Mumbai University,GOPENS,95.81780062
" Thadomal Shahani Engineering College, Bandra, Mumbai",Elecrical Engineering,2021,Mumbai University,TFWS,96.32598172
" Thadomal Shahani Engineering College, Bandra, Mumbai",Elecrical Engineering,2021,Mumbai University,EWS,95.34379863
" Thadomal Shahani Engineering College, Bandra, Mumbai",Elecrical Engineering,2021,Mumbai University,GOBCS,95.78567854
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,2021,Mumbai University,GOPENS,96.34525818
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,2021,Mumbai University,TFWS,96.48242241
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,2021,Mumbai University,EWS,95.66443752
"Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,2021,Mumbai University,GOBCS,95.66427717
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology ,2021,Mumbai University,GOPENS,95.94462364
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology ,2021,Mumbai University,TFWS,95.84242579
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology ,2021,Mumbai University,EWS,95.54187837
"Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology ,2021,Mumbai University,GOBCS,95.17766653
"Vidyalankar Institute of Technology,Wadala, Mumbai",Mechanical Engineering,2021,Mumbai University,GOPENS,79.47489305
"Vidyalankar Institute of Technology,Wadala, Mumbai",Mechanical Engineering,2021,Mumbai University,TFWS,86.93156717
"Vidyalankar Institute of Technology,Wadala, Mumbai",Mechanical Engineering,2021,Mumbai University,EWS,74.60931411
"Vidyalankar Institute of Technology,Wadala, Mumbai",Mechanical Engineering,2021,Mumbai University,GOBCS,60.92390202
"Vidyalankar Institute of Technology,Wadala, Mumbai",Elecrical Engineering,2021,Mumbai University,GOPENS,78.58102111
"Vidyalankar Institute of Technology,Wadala, Mumbai",Elecrical Engineering,2021,Mumbai University,TFWS,90.27077032
"Vidyalankar Institute of Technology,Wadala, Mumbai",Elecrical Engineering,2021,Mumbai University,EWS,79.40422372
"Vidyalankar Institute of Technology,Wadala, Mumbai",Elecrical Engineering,2021,Mumbai University,GOBCS,75.63509482
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Computer Engineering,2021,Mumbai University,GOPENS,87.16248045
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Computer Engineering,2021,Mumbai University,TFWS,93.57129762
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Computer Engineering,2021,Mumbai University,EWS,87.84937164
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Computer Engineering,2021,Mumbai University,GOBCS,82.34545242
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Information Technology ,2021,Mumbai University,GOPENS,83.70271174
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Information Technology ,2021,Mumbai University,TFWS,91.7044861
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Information Technology ,2021,Mumbai University,EWS,84.31193968
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Information Technology ,2021,Mumbai University,GOBCS,75.64308308
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Mechanical Engineering,2021,Mumbai University,GOPENS,59.97387372
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Mechanical Engineering,2021,Mumbai University,TFWS,78.14921572
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Mechanical Engineering,2021,Mumbai University,EWS,57.07669251
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Mechanical Engineering,2021,Mumbai University,GOBCS,44.64144631
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Elecrical Engineering,2021,Mumbai University,GOPENS,57.9212443
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Elecrical Engineering,2021,Mumbai University,TFWS,82.16189328
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Elecrical Engineering,2021,Mumbai University,EWS,74.73725245
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Elecrical Engineering,2021,Mumbai University,GOBCS,55.88290877
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Computer Engineering,2021,Mumbai University,GOPENS,94.04354785
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Computer Engineering,2021,Mumbai University,TFWS,95.41678326
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Computer Engineering,2021,Mumbai University,EWS,94.79320325
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Computer Engineering,2021,Mumbai University,GOBCS,93.03936567
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Information Technology ,2021,Mumbai University,GOPENS,92.80239702
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Information Technology ,2021,Mumbai University,TFWS,95.66240864
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Information Technology ,2021,Mumbai University,EWS,92.75927996
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Information Technology ,2021,Mumbai University,GOBCS,91.98197823
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Mechanical Engineering,2021,Mumbai University,GOPENS,53.10842431
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Mechanical Engineering,2021,Mumbai University,TFWS,65.60599628
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Mechanical Engineering,2021,Mumbai University,EWS,55.55968033
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Mechanical Engineering,2021,Mumbai University,GOBCS,50.08565342
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Elecrical Engineering,2021,Mumbai University,GOPENS,70.53439425
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Elecrical Engineering,2021,Mumbai University,TFWS,76.72263213
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Elecrical Engineering,2021,Mumbai University,EWS,71.68152533
"Mahatma Education Society's Pillai College of Engineering, New Panvel",Elecrical Engineering,2021,Mumbai University,GOBCS,96.03619761
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Computer Engineering,2021,Mumbai University,GOPENS,95.11294362
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Computer Engineering,2021,Mumbai University,TFWS,96.16972386
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Computer Engineering,2021,Mumbai University,EWS,96.25185648
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Computer Engineering,2021,Mumbai University,GOBCS,96.37291915
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Information Technology ,2021,Mumbai University,GOPENS,94.04858935
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Information Technology ,2021,Mumbai University,TFWS,95.42450113
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Information Technology ,2021,Mumbai University,EWS,93.96855163
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Information Technology ,2021,Mumbai University,GOBCS,90.48265568
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Mechanical Engineering,2021,Mumbai University,GOPENS,90.22158461
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Mechanical Engineering,2021,Mumbai University,TFWS,87.05547148
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Mechanical Engineering,2021,Mumbai University,EWS,85.08686052
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Mechanical Engineering,2021,Mumbai University,GOBCS,82.18353932
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Elecrical Engineering,2021,Mumbai University,GOPENS,90.10891338
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Elecrical Engineering,2021,Mumbai University,TFWS,90.90038834
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Elecrical Engineering,2021,Mumbai University,EWS,88.84347612
"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Elecrical Engineering,2021,Mumbai University,GOBCS,88.60924991
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Computer Engineering,2021,Mumbai University,GOPENS,96.51728432
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Computer Engineering,2021,Mumbai University,TFWS,96.49179859
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Computer Engineering,2021,Mumbai University,EWS,91.3466461
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Computer Engineering,2021,Mumbai University,GOBCS,96.60753131
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Information Technology ,2021,Mumbai University,GOPENS,95.96630019
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Information Technology ,2021,Mumbai University,TFWS,96.19621747
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Information Technology ,2021,Mumbai University,EWS,82.7722649
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Information Technology ,2021,Mumbai University,GOBCS,93.17627799
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mechanical Engineering,2021,Mumbai University,GOPENS,90.3199707
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mechanical Engineering,2021,Mumbai University,TFWS,87.3443954
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mechanical Engineering,2021,Mumbai University,EWS,71.95736085
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mechanical Engineering,2021,Mumbai University,GOBCS,85.2111749
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Elecrical Engineering,2021,Mumbai University,GOPENS,94.44140281
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Elecrical Engineering,2021,Mumbai University,TFWS,95.52259996
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Elecrical Engineering,2021,Mumbai University,EWS,93.77120595
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Elecrical Engineering,2021,Mumbai University,GOBCS,90.42010043
"Atharva College of Engineering,Malad(West),Mumbai",Computer Engineering,2021,Mumbai University,GOPENS,93.87420098
"Atharva College of Engineering,Malad(West),Mumbai",Computer Engineering,2021,Mumbai University,TFWS,95.85202412
"Atharva College of Engineering,Malad(West),Mumbai",Computer Engineering,2021,Mumbai University,EWS,89.1109867
"Atharva College of Engineering,Malad(West),Mumbai",Computer Engineering,2021,Mumbai University,GOBCS,91.25589767
"Atharva College of Engineering,Malad(West),Mumbai",Information Technology ,2021,Mumbai University,GOPENS,93.35324119
"Atharva College of Engineering,Malad(West),Mumbai",Information Technology ,2021,Mumbai University,TFWS,94.48940788
"Atharva College of Engineering,Malad(West),Mumbai",Information Technology ,2021,Mumbai University,EWS,83.11700786
"Atharva College of Engineering,Malad(West),Mumbai",Information Technology ,2021,Mumbai University,GOBCS,89.34646022
"Atharva College of Engineering,Malad(West),Mumbai",Mechanical Engineering,2021,Mumbai University,GOPENS,71.51671733
"Atharva College of Engineering,Malad(West),Mumbai",Mechanical Engineering,2021,Mumbai University,TFWS,74.22124153
"Atharva College of Engineering,Malad(West),Mumbai",Mechanical Engineering,2021,Mumbai University,EWS,57.47390506
"Atharva College of Engineering,Malad(West),Mumbai",Mechanical Engineering,2021,Mumbai University,GOBCS,59.92345226
"Atharva College of Engineering,Malad(West),Mumbai",Elecrical Engineering,2021,Mumbai University,GOPENS,74.22019602
"Atharva College of Engineering,Malad(West),Mumbai",Elecrical Engineering,2021,Mumbai University,TFWS,77.04986586
"Atharva College of Engineering,Malad(West),Mumbai",Elecrical Engineering,2021,Mumbai University,EWS,41.0778229
"Atharva College of Engineering,Malad(West),Mumbai",Elecrical Engineering,2021,Mumbai University,GOBCS,60.54014021
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,2021,Mumbai University,GOPENS,96.29288295
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,2021,Mumbai University,TFWS,96.45471474
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,2021,Mumbai University,EWS,95.84161932
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Computer Engineering,2021,Mumbai University,GOBCS,95.52662738
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Information Technology ,2021,Mumbai University,GOPENS,94.75548913
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Information Technology ,2021,Mumbai University,TFWS,96.60441707
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Information Technology ,2021,Mumbai University,EWS,94.37251032
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Information Technology ,2021,Mumbai University,GOBCS,93.05796128
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Mechanical Engineering,2021,Mumbai University,GOPENS,83.72951499
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Mechanical Engineering,2021,Mumbai University,TFWS,85.57620896
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Mechanical Engineering,2021,Mumbai University,EWS,82.80596947
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Mechanical Engineering,2021,Mumbai University,GOBCS,83.73119622
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Elecrical Engineering,2021,Mumbai University,GOPENS,84.7676039
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Elecrical Engineering,2021,Mumbai University,TFWS,86.03513425
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Elecrical Engineering,2021,Mumbai University,EWS,85.04729628
"Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai",Elecrical Engineering,2021,Mumbai University,GOBCS,80.72748992
"Government College of Engineering, Karad",Computer Engineering,2021,Shivaji University,GOPENS,95.97185247
"Government College of Engineering, Karad",Computer Engineering,2021,Shivaji University,TFWS,96.17012064
"Government College of Engineering, Karad",Computer Engineering,2021,Shivaji University,EWS,95.87001582
"Government College of Engineering, Karad",Computer Engineering,2021,Shivaji University,GOBCS,95.30176856
"Government College of Engineering, Karad",Information Technology ,2021,Shivaji University,GOPENS,96.62451977
"Government College of Engineering, Karad",Information Technology ,2021,Shivaji University,TFWS,96.19602164
"Government College of Engineering, Karad",Information Technology ,2021,Shivaji University,EWS,96.50408558
"Government College of Engineering, Karad",Information Technology ,2021,Shivaji University,GOBCS,95.8073275
"Government College of Engineering, Karad",Mechanical Engineering,2021,Shivaji University,GOPENS,90.59461674
"Government College of Engineering, Karad",Mechanical Engineering,2021,Shivaji University,TFWS,95.761505
"Government College of Engineering, Karad",Mechanical Engineering,2021,Shivaji University,EWS,92.5148552
"Government College of Engineering, Karad",Mechanical Engineering,2021,Shivaji University,GOBCS,86.44515502
"Government College of Engineering, Karad",Elecrical Engineering,2021,Shivaji University,GOPENS,91.16357337
"Government College of Engineering, Karad",Elecrical Engineering,2021,Shivaji University,TFWS,95.14437037
"Government College of Engineering, Karad",Elecrical Engineering,2021,Shivaji University,EWS,93.22516855
"Government College of Engineering, Karad",Elecrical Engineering,2021,Shivaji University,GOBCS,87.19361363
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Engineering,2021,Shivaji University,GOPENS,88.80232277
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Engineering,2021,Shivaji University,TFWS,94.86975298
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Engineering,2021,Shivaji University,EWS,90.6150348
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Engineering,2021,Shivaji University,GOBCS,83.21969344
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Information Technology ,2021,Shivaji University,GOPENS,87.01262297
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Information Technology ,2021,Shivaji University,TFWS,90.32347681
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Information Technology ,2021,Shivaji University,EWS,89.62899154
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Information Technology ,2021,Shivaji University,GOBCS,82.02414417
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,2021,Shivaji University,GOPENS,6.349200299
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,2021,Shivaji University,TFWS,47.08203783
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,2021,Shivaji University,EWS,37.55613104
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Mechanical Engineering,2021,Shivaji University,GOBCS,9.248458111
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Elecrical Engineering,2021,Shivaji University,GOPENS,41.00311834
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Elecrical Engineering,2021,Shivaji University,TFWS,75.49684737
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Elecrical Engineering,2021,Shivaji University,EWS,65.27484066
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Elecrical Engineering,2021,Shivaji University,GOBCS,8.255973123
"Walchand College of Engineering, Sangli",Computer Engineering,2021,Shivaji University,GOPENS,97.79800401
"Walchand College of Engineering, Sangli",Computer Engineering,2021,Shivaji University,TFWS,98.50123037
"Walchand College of Engineering, Sangli",Computer Engineering,2021,Shivaji University,EWS,97.67204084
"Walchand College of Engineering, Sangli",Computer Engineering,2021,Shivaji University,GOBCS,97.9827318
"Walchand College of Engineering, Sangli",Information Technology ,2021,Shivaji University,GOPENS,97.67280445
"Walchand College of Engineering, Sangli",Information Technology ,2021,Shivaji University,TFWS,97.61730903
"Walchand College of Engineering, Sangli",Information Technology ,2021,Shivaji University,EWS,97.92961944
"Walchand College of Engineering, Sangli",Information Technology ,2021,Shivaji University,GOBCS,97.52831488
"Walchand College of Engineering, Sangli",Mechanical Engineering,2021,Shivaji University,GOPENS,96.3282273
"Walchand College of Engineering, Sangli",Mechanical Engineering,2021,Shivaji University,TFWS,95.8772449
"Walchand College of Engineering, Sangli",Mechanical Engineering,2021,Shivaji University,EWS,96.49246635
"Walchand College of Engineering, Sangli",Mechanical Engineering,2021,Shivaji University,GOBCS,96.84269138
"Walchand College of Engineering, Sangli",Elecrical Engineering,2021,Shivaji University,GOPENS,96.57192132
"Walchand College of Engineering, Sangli",Elecrical Engineering,2021,Shivaji University,TFWS,96.04693041
"Walchand College of Engineering, Sangli",Elecrical Engineering,2021,Shivaji University,EWS,95.23394577
"Walchand College of Engineering, Sangli",Elecrical Engineering,2021,Shivaji University,GOBCS,95.81347122
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Computer Engineering,2021,Shivaji University,GOPENS,48.11476806
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Computer Engineering,2021,Shivaji University,TFWS,51.01957498
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Computer Engineering,2021,Shivaji University,EWS,41.20864241
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Computer Engineering,2021,Shivaji University,GOBCS,38.20259548
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Information Technology ,2021,Shivaji University,GOPENS,67.85021263
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Information Technology ,2021,Shivaji University,TFWS,8.377607096
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Information Technology ,2021,Shivaji University,EWS,52.95582059
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Information Technology ,2021,Shivaji University,GOBCS,50.17303801
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Mechanical Engineering,2021,Shivaji University,GOPENS,33.80952142
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Mechanical Engineering,2021,Shivaji University,TFWS,36.74564274
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Mechanical Engineering,2021,Shivaji University,EWS,32.31595793
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Mechanical Engineering,2021,Shivaji University,GOBCS,17.02194679
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Elecrical Engineering,2021,Shivaji University,GOPENS,37.51777772
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Elecrical Engineering,2021,Shivaji University,TFWS,40.22306742
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Elecrical Engineering,2021,Shivaji University,EWS,39.17332437
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Elecrical Engineering,2021,Shivaji University,GOBCS,35.33398145
"Department of Technology, Shivaji University, Kolhapur",Computer Engineering,2021,Shivaji University,GOPENS,81.74080763
"Department of Technology, Shivaji University, Kolhapur",Computer Engineering,2021,Shivaji University,TFWS,89.17623931
"Department of Technology, Shivaji University, Kolhapur",Computer Engineering,2021,Shivaji University,EWS,85.08571472
"Department of Technology, Shivaji University, Kolhapur",Computer Engineering,2021,Shivaji University,GOBCS,71.51573756
"Department of Technology, Shivaji University, Kolhapur",Information Technology ,2021,Shivaji University,GOPENS,79.64427504
"Department of Technology, Shivaji University, Kolhapur",Information Technology ,2021,Shivaji University,TFWS,81.82421041
"Department of Technology, Shivaji University, Kolhapur",Information Technology ,2021,Shivaji University,EWS,78.5203272
"Department of Technology, Shivaji University, Kolhapur",Information Technology ,2021,Shivaji University,GOBCS,68.7360338
"Department of Technology, Shivaji University, Kolhapur",Mechanical Engineering,2021,Shivaji University,GOPENS,19.00536868
"Department of Technology, Shivaji University, Kolhapur",Mechanical Engineering,2021,Shivaji University,TFWS,52.14093899
"Department of Technology, Shivaji University, Kolhapur",Mechanical Engineering,2021,Shivaji University,EWS,43.6204888
"Department of Technology, Shivaji University, Kolhapur",Mechanical Engineering,2021,Shivaji University,GOBCS,17.88888469
"Department of Technology, Shivaji University, Kolhapur",Elecrical Engineering,2021,Shivaji University,GOPENS,28.60317921
"Department of Technology, Shivaji University, Kolhapur",Elecrical Engineering,2021,Shivaji University,TFWS,87.32600301
"Department of Technology, Shivaji University, Kolhapur",Elecrical Engineering,2021,Shivaji University,EWS,65.29320444
"Department of Technology, Shivaji University, Kolhapur",Elecrical Engineering,2021,Shivaji University,GOBCS,8.022440067
Kolhapur Institute of Technology's College of Engineering,Computer Engineering,2021,Shivaji University,GOPENS,94.87743267
Kolhapur Institute of Technology's College of Engineering,Computer Engineering,2021,Shivaji University,TFWS,96.57096359
Kolhapur Institute of Technology's College of Engineering,Computer Engineering,2021,Shivaji University,EWS,96.1564896
Kolhapur Institute of Technology's College of Engineering,Computer Engineering,2021,Shivaji University,GOBCS,93.99410469
Kolhapur Institute of Technology's College of Engineering,Information Technology ,2021,Shivaji University,GOPENS,89.05277187
Kolhapur Institute of Technology's College of Engineering,Information Technology ,2021,Shivaji University,TFWS,95.40571473
Kolhapur Institute of Technology's College of Engineering,Information Technology ,2021,Shivaji University,EWS,91.66292639
Kolhapur Institute of Technology's College of Engineering,Information Technology ,2021,Shivaji University,GOBCS,83.0595785
Kolhapur Institute of Technology's College of Engineering,Mechanical Engineering,2021,Shivaji University,GOPENS,60.45133114
Kolhapur Institute of Technology's College of Engineering,Mechanical Engineering,2021,Shivaji University,TFWS,82.62653256
Kolhapur Institute of Technology's College of Engineering,Mechanical Engineering,2021,Shivaji University,EWS,68.72738869
Kolhapur Institute of Technology's College of Engineering,Mechanical Engineering,2021,Shivaji University,GOBCS,30.0022829
Kolhapur Institute of Technology's College of Engineering,Elecrical Engineering,2021,Shivaji University,GOPENS,75.48431586
Kolhapur Institute of Technology's College of Engineering,Elecrical Engineering,2021,Shivaji University,TFWS,86.18761594
Kolhapur Institute of Technology's College of Engineering,Elecrical Engineering,2021,Shivaji University,EWS,78.35050484
Kolhapur Institute of Technology's College of Engineering,Elecrical Engineering,2021,Shivaji University,GOBCS,38.75283871
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Computer Engineering,2021,Shivaji University,GOPENS,81.72587397
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Computer Engineering,2021,Shivaji University,TFWS,91.63172111
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Computer Engineering,2021,Shivaji University,EWS,85.00516517
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Computer Engineering,2021,Shivaji University,GOBCS,63.29378433
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Information Technology ,2021,Shivaji University,GOPENS,69.25892341
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Information Technology ,2021,Shivaji University,TFWS,79.52321193
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Information Technology ,2021,Shivaji University,EWS,73.11300694
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Information Technology ,2021,Shivaji University,GOBCS,52.88726245
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Mechanical Engineering,2021,Shivaji University,GOPENS,4.827682749
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Mechanical Engineering,2021,Shivaji University,TFWS,40.51986155
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Mechanical Engineering,2021,Shivaji University,EWS,39.01727416
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Mechanical Engineering,2021,Shivaji University,GOBCS,3.063721675
